BR	FALSE	British Rail	Q605169
Cadbury Cake	FALSE		
CIE	FALSE	Córas Iompair Éireann	Q633519
GBRf	FALSE	GB Railfreight	Q454879
GWR	FALSE	Great Western Railway	Q843251
LMS	FALSE	London, Midland and Scottish Railway	Q629139
LNER	FALSE	London and North Eastern Railway	Q1092839
Malcolm Logistics	FALSE		Q6742355
SR	FALSE	Southern Railway	Q741266
Southern Railway (US)	FALSE		Q663120
Satellite	TRUE		
Union Pacific	FALSE		Q725793
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
	FALSE		
